문장번호,문장내용,형태소(품사),형태소(단어만)
4081,"…… ""경 손이는 혼자 중얼거리면서 미닫이를 열다가 짐짓 머뭇머뭇하는 체 하더니 ""대고모?""
 하고 어렵사리 부릅니다.","[('……', 'Punctuation'), ('""', 'Punctuation'), ('경', 'Noun'), ('손', 'Noun'), ('이', 'Suffix'), ('는', 'Josa'), ('혼자', 'Noun'), ('중얼거리다', 'Verb'), ('미닫이', 'Noun'), ('를', 'Josa'), ('열', 'Modifier'), ('다가', 'Noun'), ('짐짓', 'Noun'), ('머뭇머뭇', 'Adverb'), ('하다', 'Verb'), ('체', 'Noun'), ('하다', 'Verb'), ('""', 'Punctuation'), ('대고모', 'Noun'), ('?""', 'Punctuation'), ('\n ', 'Foreign'), ('하다', 'Verb'), ('어렵사리', 'Adverb'), ('부르다', 'Verb'), ('.', 'Punctuation')]","['경', '손', '혼자', '중얼거리다', '미닫이', '다가', '짐짓', '하다', '체', '하다', '대고모', '하다', '부르다']"
4082,"""왜?""
 ""저어","[('""', 'Punctuation'), ('왜', 'Noun'), ('?""', 'Punctuation'), ('\n ', 'Foreign'), ('""', 'Punctuation'), ('저', 'Noun'), ('어', 'Suffix')]","['왜', '저']"
4083,저녁이라 말하기가 안돼서 그리는데요!,"[('저녁', 'Noun'), ('이라', 'Josa'), ('말', 'Noun'), ('하다', 'Verb'), ('안', 'VerbPrefix'), ('돼다', 'Verb'), ('그리다', 'Verb'), ('!', 'Punctuation')]","['저녁', '말', '하다', '돼다', '그리다']"
4084,"…… """"그래?""
 ""내일 대복이한테 타서 도루 가져다 드리께","[('……', 'Punctuation'), ('""""', 'Punctuation'), ('그렇다', 'Adjective'), ('?""', 'Punctuation'), ('\n ', 'Foreign'), ('""', 'Punctuation'), ('내일', 'Noun'), ('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('한테', 'Josa'), ('타다', 'Verb'), ('도루', 'Noun'), ('가다', 'Verb'), ('드리다', 'Verb')]","['그렇다', '내일', '복', '타다', '도루', '가다', '드리다']"
4085,저어,"[('저', 'Noun'), ('어', 'Suffix')]",['저']
4086,돈 2원만!,"[('돈', 'Noun'), ('2원', 'Number'), ('만', 'Foreign'), ('!', 'Punctuation')]",['돈']
4087,"…… """"돈은 2원씩이나 무엇에 쓰니?""
 ""좀 살 게 있어서 그래요!""
 서울아씨는 더 묻지도 않고 일어서더니","[('……', 'Punctuation'), ('""""', 'Punctuation'), ('돈', 'Noun'), ('은', 'Josa'), ('2원', 'Number'), ('씩이나', 'Foreign'), ('무엇', 'Noun'), ('에', 'Josa'), ('쓰다', 'Verb'), ('?""', 'Punctuation'), ('\n ', 'Foreign'), ('""', 'Punctuation'), ('좀', 'Noun'), ('살', 'Noun'), ('게', 'Noun'), ('있다', 'Adjective'), ('그렇다', 'Adjective'), ('!""', 'Punctuation'), ('\n ', 'Foreign'), ('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('는', 'Josa'), ('더', 'Noun'), ('묻다', 'Verb'), ('않다', 'Verb'), ('일어서다', 'Verb')]","['돈', '무엇', '쓰다', '좀', '살', '게', '있다', '그렇다', '아씨', '더', '묻다', '않다', '일어서다']"
4088,의걸이를 열쇠로 열고는 속 서랍에서 1원짜리 두 장을 꺼내다가 줍니다.,"[('의', 'Noun'), ('걸이', 'Noun'), ('를', 'Josa'), ('열쇠', 'Noun'), ('로', 'Josa'), ('열다', 'Verb'), ('속', 'Noun'), ('서랍', 'Noun'), ('에서', 'Josa'), ('1원', 'Number'), ('짜리', 'Foreign'), ('두', 'Noun'), ('장', 'Noun'), ('을', 'Josa'), ('꺼내다', 'Verb'), ('줍다', 'Verb'), ('.', 'Punctuation')]","['의', '걸이', '열쇠', '열다', '속', '서랍', '두', '장', '꺼내다', '줍다']"
4089,대체 서울아씨가 다른 사람도 아니요,"[('대체', 'Noun'), ('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('가', 'Josa'), ('다른', 'Noun'), ('사람', 'Noun'), ('도', 'Josa'), ('아니다', 'Adjective')]","['대체', '아씨', '다른', '사람', '아니다']"
4090,경손이한테 돈을 2원씩이나 주다니,"[('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('한테', 'Josa'), ('돈', 'Noun'), ('을', 'Josa'), ('2원', 'Number'), ('씩이나', 'Foreign'), ('주다', 'Verb')]","['손', '돈', '주다']"
4091,그것 또한 이변이 아닐 수 없읍니다.,"[('그것', 'Noun'), ('또한', 'Noun'), ('이변', 'Noun'), ('이', 'Josa'), ('아니다', 'Adjective'), ('수', 'Noun'), ('없다', 'Adjective'), ('읍니', 'Noun'), ('다', 'Josa'), ('.', 'Punctuation')]","['그것', '또한', '이변', '아니다', '수', '없다', '읍니']"
4092,오늘 저녁처럼 경손이가 서 울 아씨를 존경(?)하고 서울아씨는 경손이한테 상냥하게 굴고 한 적도 물론 전고에 없는 일이고요.,"[('오늘', 'Noun'), ('저녁', 'Noun'), ('처럼', 'Josa'), ('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('가', 'Josa'), ('서다', 'Verb'), ('울', 'Noun'), ('아씨', 'Noun'), ('를', 'Josa'), ('존경', 'Noun'), ('(?)', 'Punctuation'), ('하다', 'Verb'), ('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('는', 'Josa'), ('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('한테', 'Josa'), ('상냥하다', 'Adjective'), ('굴', 'Noun'), ('고', 'Josa'), ('하다', 'Verb'), ('적도', 'Noun'), ('물론', 'Adverb'), ('전고', 'Noun'), ('에', 'Josa'), ('없다', 'Adjective'), ('일이', 'Modifier'), ('고요', 'Noun'), ('.', 'Punctuation')]","['오늘', '저녁', '손', '서다', '울', '아씨', '존경', '하다', '아씨', '손', '상냥하다', '굴', '하다', '적도', '전고', '없다', '고요']"
4093,"""내일 대복이한테 타서 드리께요?""
 경손이는 두 손 받쳐 돈을 받고","[('""', 'Punctuation'), ('내일', 'Noun'), ('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('한테', 'Josa'), ('타다', 'Verb'), ('드리다', 'Verb'), ('?""', 'Punctuation'), ('\n ', 'Foreign'), ('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('는', 'Josa'), ('두', 'Noun'), ('손', 'Noun'), ('받치다', 'Verb'), ('돈', 'Noun'), ('을', 'Josa'), ('받다', 'Verb')]","['내일', '복', '타다', '드리다', '손', '두', '손', '받치다', '돈', '받다']"
4094,서울아씨는 그 소리를 도리어 나무람하되!,"[('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('는', 'Josa'), ('그', 'Noun'), ('소리', 'Noun'), ('를', 'Josa'), ('도리어', 'Noun'), ('나무라다', 'Verb'), ('!', 'Punctuation')]","['아씨', '그', '소리', '도리어', '나무라다']"
4095,"…… ""내가 네게다가 돈 취해 줄 사람이더냐?","[('……', 'Punctuation'), ('""', 'Punctuation'), ('내', 'Noun'), ('가', 'Josa'), ('네', 'Determiner'), ('게다가', 'Noun'), ('돈', 'Noun'), ('취해', 'Noun'), ('줄', 'Noun'), ('사람', 'Noun'), ('이', 'Josa'), ('더냐', 'Noun'), ('?', 'Punctuation')]","['내', '게다가', '돈', '취해', '줄', '사람', '더냐']"
4096,…… 그런 소리 말구,"[('……', 'Punctuation'), ('그렇다', 'Adjective'), ('소리', 'Noun'), ('말다', 'Verb')]","['그렇다', '소리', '말다']"
4097,"가지구 가서 써요!""
 다 이렇습니다.","[('가다', 'Verb'), ('가다', 'Verb'), ('써다', 'Verb'), ('!""', 'Punctuation'), ('\n ', 'Foreign'), ('다', 'Adverb'), ('이렇다', 'Adjective'), ('.', 'Punctuation')]","['가다', '가다', '써다', '이렇다']"
4098,가령 받고 싶더라도 아니 받을 생각을 해야지요.,"[('가령', 'Noun'), ('받다', 'Verb'), ('싶다', 'Verb'), ('아니다', 'Adjective'), ('받다', 'Verb'), ('생각', 'Noun'), ('을', 'Josa'), ('하다', 'Verb'), ('.', 'Punctuation')]","['가령', '받다', '싶다', '아니다', '받다', '생각', '하다']"
4099,삵괭이가 닭 물어다 먹고서 갚는 법 있나요.,"[('삵괭이', 'Noun'), ('가', 'Josa'), ('닭', 'Noun'), ('물어', 'Noun'), ('다', 'Josa'), ('먹다', 'Verb'), ('갚다', 'Verb'), ('법', 'Noun'), ('있다', 'Adjective'), ('.', 'Punctuation')]","['삵괭이', '닭', '물어', '먹다', '갚다', '법', '있다']"
4100,경손이는,"[('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('는', 'Josa')]",['손']
4101,네에 그러겠읍니다고 더욱 공손히 대고모 안녕히 주무세요란 인사까지 한 후에 마루로 나오더니,"[('네', 'Noun'), ('에', 'Josa'), ('그렇다', 'Adjective'), ('읍니', 'Noun'), ('다', 'Josa'), ('고', 'Noun'), ('더욱', 'Noun'), ('공손하다', 'Adjective'), ('대고모', 'Noun'), ('안녕하다', 'Adjective'), ('주무', 'Noun'), ('세', 'Modifier'), ('요란', 'Noun'), ('인사', 'Noun'), ('까지', 'Josa'), ('하다', 'Verb'), ('후', 'Noun'), ('에', 'Josa'), ('마루', 'Noun'), ('로', 'Josa'), ('나오다', 'Verb')]","['네', '그렇다', '읍니', '고', '더욱', '공손하다', '대고모', '안녕하다', '주무', '요란', '인사', '하다', '후', '마루', '나오다']"
4102,안방에다 대고 혓바닥을 날름 코를 실룩,"[('안방', 'Noun'), ('에다', 'Josa'), ('대고', 'Noun'), ('혓바닥', 'Noun'), ('을', 'Josa'), ('날름', 'Noun'), ('코', 'Noun'), ('를', 'Josa'), ('실룩', 'Noun')]","['안방', '대고', '혓바닥', '날름', '코', '실룩']"
4103,눈을 깨끗,"[('눈', 'Noun'), ('을', 'Josa'), ('깨끗', 'Noun')]","['눈', '깨끗']"
4104,오만 양냥이짓을 다 합니다.,"[('오만', 'Noun'), ('양', 'Noun'), ('냥', 'Josa'), ('이', 'Determiner'), ('짓', 'Noun'), ('을', 'Josa'), ('다', 'Adverb'), ('하다', 'Verb'), ('.', 'Punctuation')]","['오만', '양', '짓', '하다']"
4105,구두를 신노라니까 등 뒤에서 마루의 괘종이 아홉시를 칩니다.,"[('구두', 'Noun'), ('를', 'Josa'), ('신다', 'Verb'), ('등', 'Noun'), ('뒤', 'Noun'), ('에서', 'Josa'), ('마루', 'Noun'), ('의', 'Josa'), ('괘종', 'Noun'), ('이', 'Josa'), ('아홉시', 'Noun'), ('를', 'Josa'), ('치다', 'Verb'), ('.', 'Punctuation')]","['구두', '신다', '등', '뒤', '마루', '괘종', '아홉시', '치다']"
4106,아홉시면 지금 가더라도 ⌈모로코⌋밖에 못 볼 텐에 어쩔까 싶어 작정을 못한 대로 나가기는 나갑니다.,"[('아홉시', 'Noun'), ('면', 'Josa'), ('지금', 'Noun'), ('가다', 'Verb'), ('⌈', 'Foreign'), ('모로코', 'Noun'), ('⌋', 'Foreign'), ('밖에', 'Josa'), ('못', 'Noun'), ('볼', 'Noun'), ('텐', 'Noun'), ('에', 'Josa'), ('어쩔', 'Adverb'), ('끄다', 'Verb'), ('싶다', 'Verb'), ('작정', 'Noun'), ('을', 'Josa'), ('못', 'Noun'), ('한', 'Josa'), ('대로', 'Noun'), ('나가다', 'Verb'), ('나가다', 'Verb'), ('.', 'Punctuation')]","['아홉시', '지금', '가다', '모로코', '못', '볼', '텐', '끄다', '싶다', '작정', '못', '대로', '나가다', '나가다']"
4107,아뭏든 나가 보아서 영화를 보든지,"[('아뭏', 'Noun'), ('든', 'Josa'), ('나가다', 'Verb'), ('보아', 'Noun'), ('서', 'Josa'), ('영화', 'Noun'), ('를', 'Josa'), ('보', 'Noun'), ('든지', 'Josa')]","['아뭏', '나가다', '보아', '영화', '보']"
4108,영화는 내일 밤으로 미루고 동무를 불러내어 그 돈 2원을 유흥을 하든지 하자는 것 입니다.,"[('영화', 'Noun'), ('는', 'Josa'), ('내일', 'Noun'), ('밤', 'Noun'), ('으로', 'Josa'), ('미루다', 'Verb'), ('동무', 'Noun'), ('를', 'Josa'), ('불다', 'Verb'), ('그', 'Noun'), ('돈', 'Noun'), ('2원', 'Number'), ('을', 'Foreign'), ('유흥', 'Noun'), ('을', 'Josa'), ('하든', 'Noun'), ('지', 'Josa'), ('하자', 'Noun'), ('는', 'Josa'), ('것', 'Noun'), ('이다', 'Adjective'), ('.', 'Punctuation')]","['영화', '내일', '밤', '미루다', '동무', '불다', '그', '돈', '유흥', '하든', '하자', '것', '이다']"
4109,안대문은 잠겼고,"[('안대', 'Noun'), ('문', 'Noun'), ('은', 'Josa'), ('잠기다', 'Verb')]","['안대', '문', '잠기다']"
4110,그래 사랑 중문으로 가는데 큰사랑에 춘심이가 와서 있는 것이 미닫이의 유리쪽으로 얼핏 들여다보였읍니다.,"[('그렇다', 'Adjective'), ('사랑', 'Noun'), ('중문', 'Noun'), ('으로', 'Josa'), ('가다', 'Verb'), ('크다', 'Verb'), ('사랑', 'Noun'), ('에', 'Josa'), ('추다', 'Verb'), ('심다', 'Verb'), ('오다', 'Verb'), ('있다', 'Adjective'), ('것', 'Noun'), ('이', 'Josa'), ('미닫이', 'Noun'), ('의', 'Josa'), ('유리', 'Noun'), ('쪽', 'Noun'), ('으로', 'Josa'), ('얼핏', 'Noun'), ('들여다보다', 'Verb'), ('읍니', 'Noun'), ('다', 'Josa'), ('.', 'Punctuation')]","['그렇다', '사랑', '중문', '가다', '크다', '사랑', '추다', '심다', '오다', '있다', '것', '미닫이', '유리', '쪽', '얼핏', '들여다보다', '읍니']"
4111,경손이는 잠깐 서서 무엇을 생각하다가 잠자코 대문밖으로 나가더니,"[('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('는', 'Josa'), ('잠깐', 'Noun'), ('서서', 'Noun'), ('무엇', 'Noun'), ('을', 'Josa'), ('생각', 'Noun'), ('하다', 'Verb'), ('잠자코', 'Noun'), ('대', 'Modifier'), ('문밖', 'Noun'), ('으로', 'Josa'), ('나가다', 'Verb')]","['손', '잠깐', '서서', '무엇', '생각', '하다', '잠자코', '문밖', '나가다']"
4112,"조금만에 되짚어 들어오면서 ""삼남아?""
 하고 커다랗게 부릅니다.","[('조금', 'Noun'), ('만에', 'Josa'), ('되다', 'Verb'), ('짚다', 'Verb'), ('들어오다', 'Verb'), ('""', 'Punctuation'), ('삼남', 'Noun'), ('아', 'Josa'), ('?""', 'Punctuation'), ('\n ', 'Foreign'), ('하다', 'Verb'), ('커다랗다', 'Adjective'), ('부르다', 'Verb'), ('.', 'Punctuation')]","['조금', '되다', '짚다', '들어오다', '삼남', '하다', '커다랗다', '부르다']"
4113,삼남이는 벌써 15분 전에 잠이 들었으니까 대답이 없고,"[('삼남', 'Noun'), ('이', 'Suffix'), ('는', 'Josa'), ('벌써', 'Noun'), ('15분', 'Number'), ('전', 'Noun'), ('에', 'Josa'), ('잠', 'Noun'), ('이', 'Josa'), ('들다', 'Verb'), ('대답', 'Noun'), ('이', 'Josa'), ('없다', 'Adjective')]","['삼남', '벌써', '전', '잠', '들다', '대답', '없다']"
4114,대복이가 건넌방 앞문을 열고 내다봅니다.,"[('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('가', 'Josa'), ('건넌방', 'Noun'), ('앞문', 'Noun'), ('을', 'Josa'), ('열다', 'Verb'), ('내다보다', 'Verb'), ('.', 'Punctuation')]","['복', '건넌방', '앞문', '열다', '내다보다']"
4115,"""여기 춘심이라구 왔수?","[('""', 'Punctuation'), ('여기', 'Noun'), ('추다', 'Verb'), ('심', 'Noun'), ('이라', 'Josa'), ('구', 'Noun'), ('오다', 'Verb'), ('?', 'Punctuation')]","['여기', '추다', '심', '구', '오다']"
4116,"어떤 여편네가 대문 밖에서 좀 불러달래우!""
 경손이는 대단히 성가신 심부름을 하는 듯이 볼멘 소리로 투덜거려 놓고는","[('어떻다', 'Adjective'), ('여편네', 'Noun'), ('가', 'Josa'), ('대문', 'Noun'), ('밖', 'Noun'), ('에서', 'Josa'), ('좀', 'Noun'), ('불다', 'Verb'), ('달래다', 'Verb'), ('!""', 'Punctuation'), ('\n ', 'Foreign'), ('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('는', 'Josa'), ('대단하다', 'Adjective'), ('성가시다', 'Adjective'), ('심부름', 'Noun'), ('을', 'Josa'), ('하다', 'Verb'), ('듯이', 'Noun'), ('볼메다', 'Adjective'), ('소리', 'Noun'), ('로', 'Josa'), ('투덜거리다', 'Verb'), ('놓다', 'Verb')]","['어떻다', '여편네', '대문', '밖', '좀', '불다', '달래다', '손', '대단하다', '성가시다', '심부름', '하다', '듯이', '볼메다', '소리', '투덜거리다', '놓다']"
4117,이내 돌아서서 씽씽 나가버립니다.,"[('이내', 'Noun'), ('돌아서다', 'Verb'), ('씽씽', 'Adverb'), ('나', 'Noun'), ('가버리다', 'Verb'), ('.', 'Punctuation')]","['이내', '돌아서다', '나', '가버리다']"
4118,대복이가 전갈을 하기 전에 춘심이는 제 귀로 알아듣고 뛰어나와서 납작 구두를 신는 둥 마는 둥 대문 밖으로 달려나옵니다.,"[('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('가', 'Josa'), ('전갈', 'Noun'), ('을', 'Josa'), ('하다', 'Verb'), ('전', 'Noun'), ('에', 'Josa'), ('추다', 'Verb'), ('심다', 'Verb'), ('제', 'Noun'), ('귀로', 'Noun'), ('알아듣다', 'Verb'), ('뛰어나오다', 'Verb'), ('납작', 'Noun'), ('구두', 'Noun'), ('를', 'Josa'), ('신다', 'Verb'), ('둥', 'Noun'), ('마는', 'Noun'), ('둥', 'Noun'), ('대문', 'Noun'), ('밖', 'Noun'), ('으로', 'Josa'), ('달다', 'Verb'), ('.', 'Punctuation')]","['복', '전갈', '하다', '전', '추다', '심다', '제', '귀로', '알아듣다', '뛰어나오다', '납작', '구두', '신다', '둥', '마는', '둥', '대문', '밖', '달다']"
4119,대복이나 윤직원 영감은,"[('대', 'Modifier'), ('복', 'Noun'), ('이나', 'Josa'), ('윤직', 'Noun'), ('원', 'Suffix'), ('영감', 'Noun'), ('은', 'Josa')]","['복', '윤직', '영감']"
4120,경손이가 하던 소리를 곧이를 들은 건 물론 이요,"[('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('가', 'Josa'), ('하다', 'Verb'), ('소리', 'Noun'), ('를', 'Josa'), ('곧', 'Noun'), ('이를', 'Josa'), ('들다', 'Verb'), ('건', 'Noun'), ('물론', 'Adverb'), ('이요', 'Noun')]","['손', '하다', '소리', '곧', '들다', '건', '이요']"
4121,춘 심이도 깜빡 속아 제 집에서 누가 부르러 온 줄만 알았읍니다.,"[('추다', 'Verb'), ('심다', 'Verb'), ('깜빡', 'Noun'), ('속', 'Noun'), ('아', 'Josa'), ('제', 'Noun'), ('집', 'Noun'), ('에서', 'Josa'), ('누가', 'Noun'), ('부르다', 'Verb'), ('온', 'Noun'), ('줄', 'Noun'), ('만', 'Josa'), ('알다', 'Verb'), ('읍니', 'Noun'), ('다', 'Josa'), ('.', 'Punctuation')]","['추다', '심다', '깜빡', '속', '제', '집', '누가', '부르다', '온', '줄', '알다', '읍니']"
4122,춘심이는 대문 밖으로 나가서 문등이 환히 비치는 골목을 둘레둘레,"[('추다', 'Verb'), ('심다', 'Verb'), ('대문', 'Noun'), ('밖', 'Noun'), ('으로', 'Josa'), ('나가다', 'Verb'), ('문', 'Modifier'), ('등', 'Noun'), ('이', 'Josa'), ('환하다', 'Adjective'), ('비치다', 'Verb'), ('골목', 'Noun'), ('을', 'Josa'), ('둘레둘레', 'Adverb')]","['추다', '심다', '대문', '밖', '나가다', '등', '환하다', '비치다', '골목']"
4123,왔으면 어머니가 왔을 텐데,"[('오다', 'Verb'), ('어머니', 'Noun'), ('가', 'Josa'), ('오다', 'Verb'), ('텐데', 'Eomi')]","['오다', '어머니', '오다']"
4124,어디로 갔는가 하고 밟아나옵니다.,"[('어디', 'Noun'), ('로', 'Josa'), ('가다', 'Verb'), ('하다', 'Verb'), ('밟다', 'Verb'), ('.', 'Punctuation')]","['어디', '가다', '하다', '밟다']"
4125,마침 옆으로 빠진 실골목 앞까지 오느라니까,"[('마침', 'Noun'), ('옆', 'Noun'), ('으로', 'Josa'), ('빠지다', 'Verb'), ('실', 'Noun'), ('골목', 'Noun'), ('앞', 'Noun'), ('까지', 'Josa'), ('오다', 'Verb')]","['마침', '옆', '빠지다', '실', '골목', '앞', '오다']"
4126,경손이가 그 안에서 기침을 합니다.,"[('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('가', 'Josa'), ('그', 'Noun'), ('안', 'Noun'), ('에서', 'Josa'), ('기침', 'Noun'), ('을', 'Josa'), ('하다', 'Verb'), ('.', 'Punctuation')]","['손', '그', '안', '기침', '하다']"
4127,춘심이는 비로소 경손한테 속은 줄을 알고는,"[('추다', 'Verb'), ('심다', 'Verb'), ('비로소', 'Noun'), ('경', 'Modifier'), ('손', 'Noun'), ('한테', 'Josa'), ('속', 'Noun'), ('은', 'Josa'), ('줄', 'Noun'), ('을', 'Josa'), ('알다', 'Verb')]","['추다', '심다', '비로소', '손', '속', '줄', '알다']"
4128,골딱지가 나려다가 생각 하니 반가와,"[('골', 'Noun'), ('딱지', 'Noun'), ('가', 'Josa'), ('나다', 'Verb'), ('생각', 'Noun'), ('하니', 'Noun'), ('반갑다', 'Adjective')]","['골', '딱지', '나다', '생각', '하니', '반갑다']"
4129,해뜩해뜩 웃으면서 쫓아갑니다.,"[('해뜩해뜩', 'Noun'), ('웃다', 'Verb'), ('쫓아가다', 'Verb'), ('.', 'Punctuation')]","['해뜩해뜩', '웃다', '쫓아가다']"
4130,경손이도 말없이 웃고 섰읍니다.,"[('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('도', 'Josa'), ('말', 'Noun'), ('없이', 'Adverb'), ('웃다', 'Verb'), ('서다', 'Verb'), ('읍니', 'Noun'), ('다', 'Josa'), ('.', 'Punctuation')]","['손', '말', '웃다', '서다', '읍니']"
